-6.658763371089330141e-01 -5.823991225570757102e-01
1.167746102125541696e-01 4.022978162061248142e-01
8.574413080167827550e-01 1.400194877001898819e+00
-9.276450632643283567e-02 -1.517425544432927431e+00
-3.138740424956602548e-01 -9.689382683763383408e-01
9.945323443061311330e-01 -1.523172744374367837e-01
-1.399632580047985631e+00 1.032831911782440715e+00
-1.342692222623403930e+00 -8.318028308803390170e-01
1.682097263376889140e+00 7.683565915049941353e-01
1.114295097115318933e+00 -2.337062298540425465e-01
7.662445823845747128e-01 -1.159553056949319400e-01
1.545493399295519099e+00 8.139767666012051039e-01
1.671758263925773980e+00 1.340802049533694085e+00
-8.300413556377198576e-01 1.795327260357450827e+00
-2.022685324560543896e-01 6.819086100741249268e-02
7.652000856661431705e-01 3.953646292711426868e-01
5.097754690247745524e-01 -4.320842087017757183e-01
-1.619375915232620144e+00 -6.291509850975763873e-01
1.769316633771142122e+00 8.885061659553662727e-02
1.692804569164986672e+00 7.983754866539136685e-01
-4.405122361193520297e-01 2.881016365556967607e-01
-9.887809559459716235e-02 -4.323342505380703416e-01
7.524763836043031340e-01 9.736532460426671198e-01
1.068696581982420790e+00 -3.822530366563094417e-01
5.131533951016924444e-01 -5.479012054869999426e-01
3.214842062162961422e-01 1.312675415711182181e+00
4.858442982191850668e-01 3.819413293164644063e-01
1.796567453768268097e+00 3.278823955882700369e-01
-1.111170168674900927e+00 8.831688656244571778e-01
1.144734583267926764e-01 -2.825806054177796289e-01
5.583863734453212713e-01 -5.212162429720712531e-01
2.351853248899149762e-01 -9.388310365519296763e-01
5.382758905817273121e-01 1.250575963267430701e+00
1.038155202542699884e+00 8.147085417522226258e-02
-8.731557305001972358e-01 -9.697176581911107762e-01
-3.132471760266907213e-01 4.115222645726459572e-01
-6.664647222695603279e-01 2.659680508354776013e-02
-1.306948109007217473e+00 -1.160268892353847558e+00
-1.524576545836971997e+00 -1.036080928884070412e-01
-9.227579036053533690e-01 -1.214259799411086194e+00
3.951409610573911602e-01 -9.956723700378876385e-02
-4.612943272581361831e-01 -1.248797859192108062e+00
-6.562831904355084234e-01 -3.329167319025089222e-01
-2.612730852142085558e-01 -1.520669158405395294e+00
-9.843017650479587433e-01 1.023737987573774655e+00
1.128245480489153296e+00 2.758124115087792205e-01
9.955034975278496123e-01 -1.080861029106056748e+00
-3.319862751215907348e-02 -9.039045729749032310e-01
-6.317699221630469486e-01 1.056827312739727215e-01
2.050570506042843910e-01 -3.583995114357681477e-01
2.034871423353428188e+00 2.406902542025573410e+00
1.387735713508809088e+00 2.396403540252039388e+00
2.502856826570631910e+00 1.672276409757536220e+00
2.099373523345837711e+00 1.932294147562197750e+00
1.569298621269524574e+00 2.208363650387776822e+00
2.517982965228826142e+00 1.515770966131928965e+00
2.172640852259111632e+00 2.415788972921367517e+00
1.424173850862888058e+00 2.198206947763656771e+00
2.134476229598543107e+00 2.008099758953988623e+00
2.155724746907197176e+00 1.544466797846388406e+00
2.416987792917974165e+00 1.543162374495977041e+00
1.871319990767250196e+00 1.990115150204593064e+00
2.428400832691997024e+00 2.208029316806378706e+00
